X10Jun22Order,PythonID,PythonIDType,MassG,Sex,Class,Order,Family,Genus,Species,SciName,CommonName,PreyGroup,PreyMass
672,1342,Snow number_EVER,6144,f,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,Anas platyrhynchos,Mallard,Aquatic Bird,843
673,1343,Snow number_EVER,16800,f,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
674,1343,Snow number_EVER,16800,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
675,1348,Snow number_EVER,1204,m,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
676,1355,Snow number_EVER,7850,f,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
677,1357,Snow number_EVER,1588,f,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
678,1359,Snow number_EVER,70,NA,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
679,1361,Snow number_EVER,3420,NA,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
680,1362,Snow number_EVER,1410,NA,Mammalia,Rodentia,Muridae,Mus,musculus,Mus musculus,House Mouse,Small Mammal,16
681,1363,Snow number_EVER,3790,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
682,1365,Snow number_EVER,1580,f,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
683,1368,Snow number_EVER,3510,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
684,1369,Snow number_EVER,2490,m,Mammalia,Rodentia,Muridae,Mus,musculus,Mus musculus,House Mouse,Small Mammal,16
685,1369,Snow number_EVER,2490,m,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
686,1373,Snow number_EVER,192,m,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
687,1374,Snow number_EVER,370,m,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
688,1375,Snow number_EVER,1140,m,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
689,1379,Snow number_EVER,1540,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
690,1379,Snow number_EVER,1540,m,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
691,1380,Snow number_EVER,NA,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
692,1383,Snow number_EVER,90,f,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
693,1384,Snow number_EVER,6910,f,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,Eudocimus albus,White Ibis,Wading Bird,890
694,1384,Snow number_EVER,6910,f,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,Eudocimus albus,White Ibis,Wading Bird,890
695,1385,Snow number_EVER,9650,f,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
696,1387,Snow number_EVER,5070,NA,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
697,1399,Snow number_EVER,6020,f,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
698,1401,Snow number_EVER,4010,m,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
699,1406,Snow number_EVER,NA,m,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
700,1406,Snow number_EVER,NA,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
701,1407,Snow number_EVER,440,f,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
702,1408,Snow number_EVER,7300,f,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,Eudocimus albus,White Ibis,Wading Bird,890
703,1413,Snow number_EVER,4680,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
704,1414,Snow number_EVER,4920,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
705,1414,Snow number_EVER,4920,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
706,1419,Snow number_EVER,3480,m,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
707,1420,Snow number_EVER,470,f,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
708,1421,Snow number_EVER,5130,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
709,1421,Snow number_EVER,5130,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
710,1426,Snow number_EVER,1860,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
711,1431,Snow number_EVER,456,f,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
712,1434,Snow number_EVER,11300,f,Aves,Pelecaniformes,Ardeidae,Botaurus,lentiginosus,Botaurus lentiginosus,American Bittern,Secretive Marsh Bird,706
713,1435,Snow number_EVER,710,f,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
714,1436,Snow number_EVER,2450,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
715,1436,Snow number_EVER,2450,f,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
716,1437,Snow number_EVER,4700,f,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
717,1438,Snow number_EVER,4760,f,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
718,1444,Snow number_EVER,5690,m,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
719,1447,Snow number_EVER,5670,f,Aves,Pelecaniformes,Ardeidae,Ardea,alba,Ardea alba,Great Egret,Wading Bird,907
720,1448,Snow number_EVER,4470,f,Aves,Pelecaniformes,Threskiornithidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Wading Bird,NA
721,1450,Snow number_EVER,4130,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
722,1450,Snow number_EVER,4130,f,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
723,1452,Snow number_EVER,120,m,Mammalia,Eulipotyphla,Soricidae,Cryptotis,parva,Cryptotis parva,North American Least Shrew,Small Mammal,5
724,1454,Snow number_EVER,4760,f,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,Eudocimus albus,White Ibis,Wading Bird,890
725,1455,Snow number_EVER,3340,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
726,1456,Snow number_EVER,4190,m,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
727,1458,Snow number_EVER,7730,m,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,Eudocimus albus,White Ibis,Wading Bird,890
728,1458,Snow number_EVER,7730,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
729,1458,Snow number_EVER,7730,m,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
730,1459,Snow number_EVER,2610,m,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
731,1459,Snow number_EVER,2610,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
732,1460,Snow number_EVER,980,m,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
733,1461,Snow number_EVER,700,m,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
734,1462,Snow number_EVER,90,f,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
735,1463,Snow number_EVER,6800,f,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,Eudocimus albus,White Ibis,Wading Bird,890
736,1463,Snow number_EVER,6800,f,Aves,Passeriformes,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Passerine,NA
737,1464,Snow number_EVER,7020,f,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,Eudocimus albus,White Ibis,Wading Bird,890
738,1465,Snow number_EVER,7630,f,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
739,1465,Snow number_EVER,7630,f,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
740,1470,Snow number_EVER,2800,m,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
741,1478,Snow number_EVER,8990,f,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,Eudocimus albus,White Ibis,Wading Bird,890
742,1478,Snow number_EVER,8990,f,Aves,Charadriiformes,Scolopacidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Secretive Marsh Bird,NA
743,1478,Snow number_EVER,8990,f,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,Eudocimus albus,White Ibis,Wading Bird,890
744,1479,Snow number_EVER,3320,m,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
745,1481,Snow number_EVER,5820,m,Mammalia,Rodentia,Cricetidae,Oryzomys,palustris,Oryzomys palustris,Marsh Rice Rat,Small Mammal,54
746,1481,Snow number_EVER,5820,m,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
747,1493,Snow number_EVER,9490,m,Aves,Podicipediformes,Podicipedidae,Podilymbus,podiceps,Podilymbus podiceps,Pied-Billed Grebe,Secretive Marsh Bird,412
748,1497,Snow number_EVER,2490,m,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
749,1502,Snow number_EVER,5570,m,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,NA
750,1503,Snow number_EVER,4980,m,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
751,1503,Snow number_EVER,4980,m,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
752,1511,Snow number_EVER,560,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
753,1511,Snow number_EVER,560,f,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
754,1512,Snow number_EVER,6180,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
755,1513,Snow number_EVER,20320,m,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
756,1513,Snow number_EVER,20320,m,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
757,1513,Snow number_EVER,20320,m,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
758,1513,Snow number_EVER,20320,m,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
759,1526,Snow number_EVER,2320,f,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
760,1527,Snow number_EVER,33300,f,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
761,1528,Snow number_EVER,6260,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
762,1528,Snow number_EVER,6260,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
763,1529,Snow number_EVER,NA,m,Aves,Gruiformes,Rallidae,Fulica,americana,Fulica americana,American Coot,Secretive Marsh Bird,637
764,1530,Snow number_EVER,21620,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
765,1530,Snow number_EVER,21620,f,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
766,1532,Snow number_EVER,6300,m,Aves,Gruiformes,Rallidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Secretive Marsh Bird,NA
767,1533,Snow number_EVER,9090,m,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
768,1538,Snow number_EVER,10500,m,Aves,Gruiformes,Aramidae,Aramus,guarauna,Aramus guarauna,Limpkin,Secretive Marsh Bird,1080
769,1539,Snow number_EVER,6080,m,Aves,Pelecaniformes,Ardeidae,Botaurus,lentiginosus,Botaurus lentiginosus,American Bittern,Secretive Marsh Bird,706
770,1543,Snow number_EVER,14340,m,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
771,1543,Snow number_EVER,14340,m,Mammalia,Rodentia,Muridae,Mus,musculus,Mus musculus,House Mouse,Small Mammal,16
772,1544,Snow number_EVER,9840,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
773,1544,Snow number_EVER,9840,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
774,1544,Snow number_EVER,9840,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
775,1544,Snow number_EVER,9840,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
776,1545,Snow number_EVER,3530,m,Mammalia,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Mammal,NA
777,1546,Snow number_EVER,12010,m,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,NA
778,1549,Snow number_EVER,3180,m,Aves,Gruiformes,Rallidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Secretive Marsh Bird,NA
779,1551,Snow number_EVER,12230,m,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
780,1552,Snow number_EVER,5410,m,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
781,1553,Snow number_EVER,5540,m,Aves,Gruiformes,Rallidae,Gallinula,galeata,Gallinula galeata,Common Gallinule,Secretive Marsh Bird,377
782,1554,Snow number_EVER,5500,m,Aves,Gruiformes,Rallidae,Gallinula,galeata,Gallinula galeata,Common Gallinule,Secretive Marsh Bird,377
783,1555,Snow number_EVER,11540,m,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
784,1555,Snow number_EVER,11540,m,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
785,1556,Snow number_EVER,6290,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
786,1557,Snow number_EVER,10540,m,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
787,1557,Snow number_EVER,10540,m,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
788,1557,Snow number_EVER,10540,m,Mammalia,Rodentia,Cricetidae,Neofiber,alleni,Neofiber alleni,Round-Tailed Muskrat,Small Mammal,266
789,1558,Snow number_EVER,4960,m,Aves,Podicipediformes,Podicipedidae,Podilymbus,podiceps,Podilymbus podiceps,Pied-Billed Grebe,Secretive Marsh Bird,412
790,1559,Snow number_EVER,8640,m,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,NA
791,1560,Snow number_EVER,4120,m,Aves,Pelecaniformes,Ardeidae,Botaurus,lentiginosus,Botaurus lentiginosus,American Bittern,Secretive Marsh Bird,706
792,1561,Snow number_EVER,4410,m,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
793,1565,Snow number_EVER,7120,m,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
794,1566,Snow number_EVER,6590,m,Aves,Podicipediformes,Podicipedidae,Podilymbus,podiceps,Podilymbus podiceps,Pied-Billed Grebe,Secretive Marsh Bird,412
795,1567,Snow number_EVER,5850,f,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
796,1568,Snow number_EVER,10250,m,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus allapaticola,Peromyscus gossipinus allapaticola,Key Largo Cotton Mouse,Small Mammal,29
797,1568,Snow number_EVER,10250,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
798,1568,Snow number_EVER,10250,m,Mammalia,Rodentia,Cricetidae,Neotoma,floridana smalli,Neotoma floridana smalli,Key Largo Woodrat,Small Mammal,200
799,1569,Snow number_EVER,10360,m,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
800,1570,Snow number_EVER,3240,m,Aves,Podicipediformes,Podicipedidae,Podilymbus,podiceps,Podilymbus podiceps,Pied-Billed Grebe,Secretive Marsh Bird,412
801,1573,Snow number_EVER,12710,f,Mammalia,Rodentia,Cricetidae,Peromyscus,gossypinus,Peromyscus gossypinus,Cotton Mouse,Small Mammal,29
802,1573,Snow number_EVER,12710,f,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
803,1573,Snow number_EVER,12710,f,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
804,1575,Snow number_EVER,55260,f,Mammalia,Carnivora,Procyonidae,Procyon,lotor,Procyon lotor,Raccoon,Mesomammal,5525
805,1576,Snow number_EVER,6600,m,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,Eudocimus albus,White Ibis,Wading Bird,890
806,1576,Snow number_EVER,6600,m,Aves,Pelecaniformes,Threskiornithidae,Eudocimus,albus,Eudocimus albus,White Ibis,Wading Bird,890
807,1577,Snow number_EVER,5030,m,Aves,Pelecaniformes,Ardeidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Wading Bird,NA
808,1578,Snow number_EVER,6700,m,Aves,Podicipediformes,Podicipedidae,Podilymbus,podiceps,Podilymbus podiceps,Pied-Billed Grebe,Secretive Marsh Bird,412
809,1584,Snow number_EVER,13310,f,Reptilia,Crocodilia,Alligatoridae,Alligator,mississippiensis,Alligator mississippiensis,American Alligator,Reptile,62000
810,1585,Snow number_EVER,6720,m,Aves,Podicipediformes,Podicipedidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Secretive Marsh Bird,NA
811,1586,Snow number_EVER,4500,m,Aves,Podicipediformes,Podicipedidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Secretive Marsh Bird,NA
812,1587,Snow number_EVER,16690,f,Mammalia,Lagomorpha,Leporidae,Sylvilagus,palustris,Sylvilagus palustris,Marsh Rabbit,Rabbit,1500
813,1588,Snow number_EVER,10870,f,Aves,Suliformes,Anhingidae,Anhinga,anhinga,Anhinga anhinga,Anhinga,Aquatic Bird,1235
814,1589,Snow number_EVER,2820,m,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
815,1593,Snow number_EVER,23500,f,Aves,Podicipediformes,Podicipedidae,Podilymbus,podiceps,Podilymbus podiceps,Pied-Billed Grebe,Secretive Marsh Bird,412
816,1595,Snow number_EVER,4350,m,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,NA
817,1601,Snow number_EVER,5040,m,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
818,1605,Snow number_EVER,11920,f,Aves,Pelecaniformes,Ardeidae,Botaurus,lentiginosus,Botaurus lentiginosus,American Bittern,Secretive Marsh Bird,706
819,1608,Snow number_EVER,9800,m,Aves,Pelecaniformes,Threskiornithidae,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Wading Bird,NA
820,1610,Snow number_EVER,2250,f,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
821,1623,Snow number_EVER,3470,m,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
822,1641,Snow number_EVER,5230,m,Aves,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable,Unidentifiable Bird,NA
823,1642,Snow number_EVER,12390,f,Mammalia,Didelphimorphia,Didelphidae,Didelphis,virginiana,Didelphis virginiana,Virginia Opossum,Mesomammal,2195
824,1643,Snow number_EVER,3810,m,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
825,1643,Snow number_EVER,3810,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
826,1644,Snow number_EVER,41660,f,Aves,Ciconiiformes,Ciconiidae,Mycteria,americana,Mycteria americana,Wood Stork,Wading Bird,2554
827,1646,Snow number_EVER,940,m,Mammalia,Rodentia,Cricetidae,Sigmodon,hispidus,Sigmodon hispidus,Hispid Cotton Rat,Small Mammal,92
828,1647,Snow number_EVER,3700,m,Aves,Pelecaniformes,Ardeidae,Ixobrychus,exilis,Ixobrychus exilis,Least Bittern,Secretive Marsh Bird,86
829,1650,Snow number_EVER,13660,m,Mammalia,Lagomorpha,Leporidae,Sylvilagus,palustris,Sylvilagus palustris,Marsh Rabbit,Rabbit,1500
830,1655,Snow number_EVER,2630,f,Mammalia,Rodentia,Muridae,Rattus,rattus,Rattus rattus,Black Rat,Small Mammal,229
831,1656,Snow number_EVER,10990,f,Mammalia,Rodentia,Sciuridae,Sciurus,niger,Sciurus niger,Fox Squirrel,Small Mammal,762
832,1656,Snow number_EVER,10990,f,Aves,Gruiformes,Rallidae,Porphyrio,martinica,Porphyrio martinica,Purple Gallinule,Secretive Marsh Bird,235
